member_id,host_id,host_status,background_model,AQ_case_id,replicate,age_h,temperature_K,matrix_xAg,kappa_upper_W_mK,dynamic_density_stiffness_interface_strain_damping_rates,upper_bound_identity
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR5__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR5,C,48.0,373.15,0.00621465105518336,1.1046755673144484,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR5__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR5,A,6.0,423.15,0.006203008315588036,1.0357126119728541,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR5__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR5,B,6.0,423.15,0.0062032544917148096,1.0357122565783443,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR5__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR5,C,6.0,423.15,0.006202917319236994,1.0357127433406998,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR5__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR5,A,48.0,423.15,0.006300821530907528,1.035571433158284,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR5__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR5,B,48.0,423.15,0.006474212975184828,1.0353213169554314,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR5__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR5,C,48.0,423.15,0.00621465105518336,1.0356958042404638,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR5__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR5,A,6.0,473.15,0.006203008315588036,0.9766284273888892,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR5__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR5,B,6.0,473.15,0.0062032544917148096,0.9766280993189145,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR5__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR5,C,6.0,473.15,0.006202917319236994,0.9766285486565065,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR5__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR5,A,48.0,473.15,0.006300821530907528,0.9764981027269635,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR5__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR5,B,48.0,473.15,0.006474212975184828,0.9762672141065061,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR5__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR5,C,48.0,473.15,0.00621465105518336,0.976612911914883,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR5__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR5,A,6.0,523.15,0.006203008315588036,0.9252975073770032,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR5__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR5,B,6.0,523.15,0.0062032544917148096,0.9252972026165015,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR5__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR5,C,6.0,523.15,0.006202917319236994,0.9252976200285178,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR5__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR5,A,48.0,523.15,0.006300821530907528,0.9251764419792134,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR5__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR5,B,48.0,523.15,0.006474212975184828,0.924961955768391,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR5__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR5,C,48.0,523.15,0.00621465105518336,0.92528309427744,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR5__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR5,A,6.0,573.15,0.006203008315588036,0.8801734110670799,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR5__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR5,B,6.0,573.15,0.0062032544917148096,0.8801731264674004,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR5__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR5,C,6.0,573.15,0.006202917319236994,0.8801735162663576,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR5__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR5,A,48.0,573.15,0.006300821530907528,0.8800603542043743,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR5__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR5,B,48.0,573.15,0.006474212975184828,0.8798600548623056,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR5__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR5,C,48.0,573.15,0.00621465105518336,0.8801599514330929,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR2__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR2,A,6.0,303.15,0.006203008315588036,1.4076390908703837,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR2__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR2,B,6.0,303.15,0.0062032544917148096,1.4076384243689999,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR2__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR2,C,6.0,303.15,0.006202917319236994,1.4076393372356828,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR2__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR2,A,48.0,303.15,0.006300821530907528,1.4073743469446023,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR2__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR2,B,48.0,303.15,0.006474212975184828,1.4069054210391159,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR2__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR2,C,48.0,303.15,0.00621465105518336,1.407607570195418,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR2__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR2,A,6.0,323.15,0.006203008315588036,1.3626141120792858,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR2__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR2,B,6.0,323.15,0.0062032544917148096,1.3626134747671497,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR2__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR2,C,6.0,323.15,0.006202917319236994,1.3626143476550814,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR2__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR2,A,48.0,323.15,0.006300821530907528,1.3623609619582686,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR2__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR2,B,48.0,323.15,0.006474212975184828,1.361912568630009,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR2__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR2,C,48.0,323.15,0.00621465105518336,1.3625839718356154,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR2__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR2,A,6.0,373.15,0.006203008315588036,1.2641896302266786,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR2__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR2,B,6.0,373.15,0.0062032544917148096,1.2641890555214752,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR2__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR2,C,6.0,373.15,0.006202917319236994,1.2641898426604694,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR2__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR2,A,48.0,373.15,0.006300821530907528,1.2639613472959246,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR2__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR2,B,48.0,373.15,0.006474212975184828,1.2635569939910511,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR2__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR2,C,48.0,373.15,0.00621465105518336,1.2641624508197995,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR2__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR2,A,6.0,423.15,0.006203008315588036,1.1816768943703402,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR2__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR2,B,6.0,423.15,0.0062032544917148096,1.1816763708857776,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR2__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR2,C,6.0,423.15,0.006202917319236994,1.1816770878709508,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR2__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR2,A,48.0,423.15,0.006300821530907528,1.1814689561226588,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR2__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR2,B,48.0,423.15,0.006474212975184828,1.1811006338152852,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR2__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR2,C,48.0,423.15,0.00621465105518336,1.1816521373153872,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR2__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR2,A,6.0,473.15,0.006203008315588036,1.1112442245451017,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR2__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR2,B,6.0,473.15,0.0062032544917148096,1.1112437438661027,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR2__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR2,C,6.0,473.15,0.006202917319236994,1.1112444022230792,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR2__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR2,A,48.0,473.15,0.006300821530907528,1.1110532885967392,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR2__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR2,B,48.0,473.15,0.006474212975184828,1.1107150781252066,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR2__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR2,C,48.0,473.15,0.00621465105518336,1.1112214918728887,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR2__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR2,A,6.0,523.15,0.006203008315588036,1.0502351990221412,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR2__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR2,B,6.0,523.15,0.0062032544917148096,1.0502347547311177,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR2__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR2,C,6.0,523.15,0.006202917319236994,1.0502353632496808,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR2__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR2,A,48.0,523.15,0.006300821530907528,1.0500587163657424,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR2__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR2,B,48.0,523.15,0.006474212975184828,1.0497461035596698,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR2__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR2,C,48.0,523.15,0.00621465105518336,1.0502141872294637,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR2__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR2,A,6.0,573.15,0.006203008315588036,0.9967434629852694,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR2__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR2,B,6.0,573.15,0.0062032544917148096,0.9967430500615644,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR2__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR2,C,6.0,573.15,0.006202917319236994,0.9967436156182048,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR2__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR2,A,48.0,573.15,0.006300821530907528,0.9965794394572498,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR2__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR2,B,48.0,573.15,0.006474212975184828,0.9962888927265195,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_prolate_AR2__B4_omega4,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR2,C,48.0,573.15,0.00621465105518336,0.9967239346330863,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_large_Lover2_sphere_bound__B1_constant,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B1_constant,lower_1sigma__single_APT_37to6_large_Lover2_sphere_bound,A,6.0,303.15,0.006203008315588036,1.2168114877156477,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_large_Lover2_sphere_bound__B1_constant,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B1_constant,lower_1sigma__single_APT_37to6_large_Lover2_sphere_bound,B,6.0,303.15,0.0062032544917148096,1.2168071994697802,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_large_Lover2_sphere_bound__B1_constant,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B1_constant,lower_1sigma__single_APT_37to6_large_Lover2_sphere_bound,C,6.0,303.15,0.006202917319236994,1.2168130728306403,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_large_Lover2_sphere_bound__B1_constant,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B1_constant,lower_1sigma__single_APT_37to6_large_Lover2_sphere_bound,A,48.0,303.15,0.006300821530907528,1.2151110958504157,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_large_Lover2_sphere_bound__B1_constant,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B1_constant,lower_1sigma__single_APT_37to6_large_Lover2_sphere_bound,B,48.0,303.15,0.006474212975184828,1.2121137749278355,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_large_Lover2_sphere_bound__B1_constant,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B1_constant,lower_1sigma__single_APT_37to6_large_Lover2_sphere_bound,C,48.0,303.15,0.00621465105518336,1.2166087260957796,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_large_Lover2_sphere_bound__B1_constant,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B1_constant,lower_1sigma__single_APT_37to6_large_Lover2_sphere_bound,A,6.0,323.15,0.006203008315588036,1.1880756424660326,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_large_Lover2_sphere_bound__B1_constant,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B1_constant,lower_1sigma__single_APT_37to6_large_Lover2_sphere_bound,B,6.0,323.15,0.0062032544917148096,1.1880715970747142,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_large_Lover2_sphere_bound__B1_constant,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B1_constant,lower_1sigma__single_APT_37to6_large_Lover2_sphere_bound,C,6.0,323.15,0.006202917319236994,1.1880771378114714,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P2_PBTE_303K_111__lower_1sigma__single_APT_37to6_large_Lover2_sphere_bound__B1_constant,H-P2_PBTE_303K_111,PROVISIONAL_HOST_ENVELOPE,B1_constant,lower_1sigma__single_APT_37to6_large_Lover2_sphere_bound,A,48.0,323.15,0.006300821530907528,1.1864714376815435,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
