step,target_mass_code,lambda,residual_code,derivative_code,iterations,newton_steps,bisection_steps,Y_star_min,Y_star_max,lambda_lower,lambda_upper,accepted_zero_mode_steps
4994,4.46608079999958049e+05,6.31492583392276722e-09,-5.82076609134674072e-11,1.09184088638663437e+05,1,1,0,-4.96898088152110429e+00,-4.48542945388574399e+00,0.00000000000000000e+00,2.44854294538857431e+01,4994
4995,4.46608079999958049e+05,6.43252286764155459e-08,2.32830643653869629e-10,1.09181764825706952e+05,1,1,0,-4.96899050679503151e+00,-4.48470213344581836e+00,0.00000000000000000e+00,2.44847021334458184e+01,4995
4996,4.46608079999958049e+05,1.09846239331028982e-07,6.98491930961608887e-10,1.09179453651320568e+05,1,1,0,-4.96900000669735409e+00,-4.48396999913363992e+00,0.00000000000000000e+00,2.44839699991336417e+01,4996
4997,4.46608079999958049e+05,1.41996617784013045e-07,1.10594555735588074e-09,1.09177158650997852e+05,1,1,0,-4.96900932690560015e+00,-4.48323287605718956e+00,0.00000000000000000e+00,2.44832328760571905e+01,4997
4998,4.46608079999958049e+05,1.62129865753870146e-07,1.39698386192321777e-09,1.09174882033435148e+05,1,1,0,-4.96901843243180696e+00,-4.48249062573975721e+00,0.00000000000000000e+00,2.44824906257397572e+01,4998
4999,4.46608079999958049e+05,1.71257574112378509e-07,1.62981450557708740e-09,1.09172624796935284e+05,1,1,0,-4.96902730456747932e+00,-4.48174314713294297e+00,0.00000000000000000e+00,2.44817431471329421e+01,4999
5000,4.46608079999958049e+05,1.71842715182854439e-07,1.57160684466362000e-09,1.09170387003031094e+05,1,1,0,-4.96903594047736075e+00,-4.48099037631283093e+00,0.00000000000000000e+00,2.44809903763128318e+01,5000
5001,4.46608079999958049e+05,1.66334580845198008e-07,1.51339918375015259e-09,1.09168168047217929e+05,1,1,0,-4.96904434924365379e+00,-4.48023228377513316e+00,0.00000000000000000e+00,2.44802322837751341e+01,5001
5002,4.46608079999958049e+05,1.55818491378650734e-07,1.39698386192321777e-09,1.09165966780107847e+05,1,1,0,-4.96905254824361986e+00,-4.47946886950232770e+00,0.00000000000000000e+00,2.44794688695023268e+01,5002
5003,4.46608079999958049e+05,1.44089073590123263e-07,1.16415321826934814e-09,1.09163781922529612e+05,1,1,0,-4.96906056381208483e+00,-4.47870015982541769e+00,0.00000000000000000e+00,2.44787001598254186e+01,5003
5004,4.46608079999958049e+05,1.30857118995523351e-07,9.31322574615478516e-10,1.09161612034815247e+05,1,1,0,-4.96906842306137353e+00,-4.47792619753812904e+00,0.00000000000000000e+00,2.44779261975381282e+01,5004
5005,4.46608079999958049e+05,1.18488549967845655e-07,6.98491930961608887e-10,1.09159455774757749e+05,1,1,0,-4.96907615799069191e+00,-4.47714704247568029e+00,0.00000000000000000e+00,2.44771470424756785e+01,5005
5006,4.46608079999958049e+05,1.07227436160020185e-07,5.82076609134674072e-10,1.09157311923797854e+05,1,1,0,-4.96908379883169626e+00,-4.47636276151642498e+00,0.00000000000000000e+00,2.44763627615164268e+01,5006
5007,4.46608079999958049e+05,9.85092786290898097e-08,5.82076609134674072e-10,1.09155179542656377e+05,1,1,0,-4.96909137625498154e+00,-4.47557342746734133e+00,0.00000000000000000e+00,2.44755734274673422e+01,5007
5008,4.46608079999958049e+05,9.09454895744284280e-08,4.07453626394271851e-10,1.09153057819172274e+05,1,1,0,-4.96909891753300048e+00,-4.47477911181006416e+00,0.00000000000000000e+00,2.44747791118100650e+01,5008
5009,4.46608079999958049e+05,8.61057896330249702e-08,4.65661287307739258e-10,1.09150946238520919e+05,1,1,0,-4.96910645015426233e+00,-4.47397988838585814e+00,0.00000000000000000e+00,2.44739798883858590e+01,5009
5010,4.46608079999958049e+05,8.25491423488580955e-08,3.49245965480804443e-10,1.09148844425278105e+05,1,1,0,-4.96911399620426497e+00,-4.47317582546850012e+00,0.00000000000000000e+00,2.44731758254685019e+01,5010
5011,4.46608079999958049e+05,8.06635977800384983e-08,3.49245965480804443e-10,1.09146752185104036e+05,1,1,0,-4.96912157624852302e+00,-4.47236698832429980e+00,0.00000000000000000e+00,2.44723669883242998e+01,5011
5012,4.46608079999958049e+05,7.99252208821898703e-08,3.49245965480804443e-10,1.09144669447056411e+05,1,1,0,-4.96912920876037489e+00,-4.47155343954282447e+00,0.00000000000000000e+00,2.44715534395428236e+01,5012
5013,4.46608079999958049e+05,7.95393660171933652e-08,4.07453626394271851e-10,1.09142596176745574e+05,1,1,0,-4.96913690950422904e+00,-4.47073523789529226e+00,0.00000000000000000e+00,2.44707352378952905e+01,5013
5014,4.46608079999958049e+05,7.95011360919900895e-08,3.49245965480804443e-10,1.09140532375656563e+05,1,1,0,-4.96914469355402932e+00,-4.46991243987426490e+00,0.00000000000000000e+00,2.44699124398742640e+01,5014
5015,4.46608079999958049e+05,7.97210338094056826e-08,4.07453626394271851e-10,1.09138478071392747e+05,1,1,0,-4.96915257412724554e+00,-4.46908509980528379e+00,0.00000000000000000e+00,2.44690850998052838e+01,5015
5016,4.46608079999958049e+05,7.95034383807101363e-08,3.49245965480804443e-10,1.09136433241955281e+05,1,1,0,-4.96916056273487872e+00,-4.46825326865737438e+00,0.00000000000000000e+00,2.44682532686573744e+01,5016
5017,4.46608079999958049e+05,7.89057631411268386e-08,3.49245965480804443e-10,1.09134397822265048e+05,1,1,0,-4.96916867178779142e+00,-4.46741699723035612e+00,0.00000000000000000e+00,2.44674169972303552e+01,5017
5018,4.46608079999958049e+05,7.78060245671673684e-08,3.49245965480804443e-10,1.09132371691106266e+05,1,1,0,-4.96917691313000809e+00,-4.46657633652266117e+00,0.00000000000000000e+00,2.44665763365226603e+01,5018
5019,4.46608079999958049e+05,7.65779198480139800e-08,2.91038304567337036e-10,1.09130354712098138e+05,1,1,0,-4.96918529795250041e+00,-4.46573133562681601e+00,0.00000000000000000e+00,2.44657313356268169e+01,5019
5020,4.46608079999958049e+05,7.43239852174932814e-08,2.91038304567337036e-10,1.09128346636207920e+05,1,1,0,-4.96919383646461643e+00,-4.46488204131633637e+00,0.00000000000000000e+00,2.44648820413163364e+01,5020
5021,4.46608079999958049e+05,7.21416451522446905e-08,3.49245965480804443e-10,1.09126347221620963e+05,1,1,0,-4.96920254090628788e+00,-4.46402850054357270e+00,0.00000000000000000e+00,2.44640285005435736e+01,5021
5022,4.46608079999958049e+05,6.91788697004622749e-08,2.32830643653869629e-10,1.09124356141064083e+05,1,1,0,-4.96921142194185261e+00,-4.46317075502317540e+00,0.00000000000000000e+00,2.44631707550231745e+01,5022
5023,4.46608079999958049e+05,6.64893700009999219e-08,1.74622982740402222e-10,1.09122373096858195e+05,1,1,0,-4.96922049155203638e+00,-4.46230884631269120e+00,0.00000000000000000e+00,2.44623088463126912e+01,5023
5024,4.46608079999958049e+05,6.33345933044182649e-08,2.91038304567337036e-10,1.09120397740494634e+05,1,1,0,-4.96922975994760652e+00,-4.46144280998480181e+00,0.00000000000000000e+00,2.44614428099848027e+01,5024
5025,4.46608079999958049e+05,6.01592384330021236e-08,2.32830643653869629e-10,1.09118429721280874e+05,1,1,0,-4.96923923850332816e+00,-4.46057267953250580e+00,0.00000000000000000e+00,2.44605726795325040e+01,5025
5026,4.46608079999958049e+05,5.68724807066872795e-08,1.74622982740402222e-10,1.09116468676536300e+05,1,1,0,-4.96924893791637690e+00,-4.45969848407691849e+00,0.00000000000000000e+00,2.44596984840769167e+01,5026
5027,4.46608079999958049e+05,5.39130735255521548e-08,5.82076609134674072e-11,1.09114514279376162e+05,1,1,0,-4.96925886896698632e+00,-4.45882024843811564e+00,0.00000000000000000e+00,2.44588202484381156e+01,5027
5028,4.46608079999958049e+05,5.08364347629296947e-08,1.16415321826934814e-10,1.09112566190313315e+05,1,1,0,-4.96926904099230971e+00,-4.45793799240778110e+00,0.00000000000000000e+00,2.44579379924077820e+01,5028
5029,4.46608079999958049e+05,4.84631536245740516e-08,1.74622982740402222e-10,1.09110624146633971e+05,1,1,0,-4.96927946338828619e+00,-4.45705173288129952e+00,0.00000000000000000e+00,2.44570517328813004e+01,5029
5030,4.46608079999958049e+05,4.54672158864769209e-08,1.16415321826934814e-10,1.09108687817954808e+05,1,1,0,-4.96929014349117093e+00,-4.45616148125551614e+00,0.00000000000000000e+00,2.44561614812555170e+01,5030
5031,4.46608079999958049e+05,4.31342868103000461e-08,2.32830643653869629e-10,1.09106756946325157e+05,1,1,0,-4.96930109050655222e+00,-4.45526724629864734e+00,0.00000000000000000e+00,2.44552672462986465e+01,5031
5032,4.46608079999958049e+05,4.07132816485949477e-08,1.16415321826934814e-10,1.09104831264376597e+05,1,1,0,-4.96931231065088941e+00,-4.45436903186268296e+00,0.00000000000000000e+00,2.44543690318626830e+01,5032
5033,4.46608079999958049e+05,3.89002809736288645e-08,5.82076609134674072e-11,1.09102910571120156e+05,1,1,0,-4.96932381047606597e+00,-4.45346683852947578e+00,0.00000000000000000e+00,2.44534668385294758e+01,5033
5034,4.46608079999958049e+05,3.71862715378953128e-08,1.16415321826934814e-10,1.09100994676469767e+05,1,1,0,-4.96933559466616348e+00,-4.45256066236635384e+00,0.00000000000000000e+00,2.44525606623663521e+01,5034
5035,4.46608079999958049e+05,3.52986046003560652e-08,1.16415321826934814e-10,1.09099083371578163e+05,1,1,0,-4.96934766752939350e+00,-4.45165049559262638e+00,0.00000000000000000e+00,2.44516504955926273e+01,5035
5036,4.46608079999958049e+05,3.39008633427816272e-08,5.82076609134674072e-11,1.09097176501192022e+05,1,1,0,-4.96936003397543757e+00,-4.45073632874243241e+00,0.00000000000000000e+00,2.44507363287424333e+01,5036
5037,4.46608079999958049e+05,3.28369118944195301e-08,1.16415321826934814e-10,1.09095273946537214e+05,1,1,0,-4.96937269683450911e+00,-4.44981814735202263e+00,0.00000000000000000e+00,2.44498181473520226e+01,5037
5038,4.46608079999958049e+05,3.13433923094384443e-08,0.00000000000000000e+00,1.09093375542282840e+05,1,1,0,-4.96938565774108909e+00,-4.44889593427208396e+00,0.00000000000000000e+00,2.44488959342720840e+01,5038
5039,4.46608079999958049e+05,3.04914937338706093e-08,1.16415321826934814e-10,1.09091481193281055e+05,1,1,0,-4.96939891967869585e+00,-4.44796967086460526e+00,0.00000000000000000e+00,2.44479696708646053e+01,5039
5040,4.46608079999958049e+05,2.99073276859127019e-08,0.00000000000000000e+00,1.09089590833738883e+05,1,1,0,-4.96941248322519780e+00,-4.44703933471727009e+00,0.00000000000000000e+00,2.44470393347172710e+01,5040
5041,4.46608079999958049e+05,2.93073536651794459e-08,0.00000000000000000e+00,1.09087704396406712e+05,1,1,0,-4.96942634913885861e+00,-4.44610489953878130e+00,0.00000000000000000e+00,2.44461048995387813e+01,5041
5042,4.46608079999958049e+05,2.88462772356614417e-08,5.82076609134674072e-11,1.09085821829503664e+05,1,1,0,-4.96944051732278158e+00,-4.44516633653784687e+00,0.00000000000000000e+00,2.44451663365378451e+01,5042
5043,4.46608079999958049e+05,2.84952515271918624e-08,5.82076609134674072e-11,1.09083943093594484e+05,1,1,0,-4.96945498745249292e+00,-4.44422361534304766e+00,0.00000000000000000e+00,2.44442236153430486e+01,5043
5044,4.46608079999958049e+05,2.85051403723136209e-08,0.00000000000000000e+00,1.09082068188948731e+05,1,1,0,-4.96946975886847842e+00,-4.44327670391910967e+00,0.00000000000000000e+00,2.44432767039191106e+01,5044
5045,4.46608079999958049e+05,2.89740304711288886e-08,0.00000000000000000e+00,1.09080197166130311e+05,1,1,0,-4.96948483040346911e+00,-4.44232556743769180e+00,0.00000000000000000e+00,2.44423255674376918e+01,5045
5046,4.46608079999958049e+05,2.94029500322680271e-08,5.82076609134674072e-11,1.09078330071742967e+05,1,1,0,-4.96950019952362609e+00,-4.44137016927915340e+00,0.00000000000000000e+00,2.44413701692791534e+01,5046
5047,4.46608079999958049e+05,2.95225790620885181e-08,0.00000000000000000e+00,1.09076466919179962e+05,1,1,0,-4.96951586402374001e+00,-4.44041047039309245e+00,0.00000000000000000e+00,2.44404104703930933e+01,5047
5048,4.46608079999958049e+05,3.06583719261476623e-08,0.00000000000000000e+00,1.09074607832964452e+05,1,1,0,-4.96953182228731727e+00,-4.43944642955324564e+00,0.00000000000000000e+00,2.44394464295532465e+01,5048
5049,4.46608079999958049e+05,3.16169586393093180e-08,1.16415321826934814e-10,1.09072752918725688e+05,1,1,0,-4.96954807019191414e+00,-4.43847800233193635e+00,0.00000000000000000e+00,2.44384780023319372e+01,5049
5050,4.46608079999958049e+05,3.28870734226687810e-08,5.82076609134674072e-11,1.09070902316476277e+05,1,1,0,-4.96956460468948791e+00,-4.43749909095726469e+00,0.00000000000000000e+00,2.44374990909572638e+01,5050
5051,4.46608079999958049e+05,3.43953908143848463e-08,5.82076609134674072e-11,1.09069056192604068e+05,1,1,0,-4.96958142172996453e+00,-4.43647334397170034e+00,0.00000000000000000e+00,2.44364733439716986e+01,5051
5052,4.46608079999958049e+05,3.57688440160511792e-08,0.00000000000000000e+00,1.09067214699303586e+05,1,1,0,-4.96959851645329476e+00,-4.43544227425680226e+00,0.00000000000000000e+00,2.44354422742568005e+01,5052
5053,4.46608079999958049e+05,3.81620620832015858e-08,1.16415321826934814e-10,1.09065378100225236e+05,1,1,0,-4.96961588495967543e+00,-4.43440582891552371e+00,0.00000000000000000e+00,2.44344058289155228e+01,5053
5054,4.46608079999958049e+05,3.97919068565205167e-08,5.82076609134674072e-11,1.09063546576304070e+05,1,1,0,-4.96963352086571675e+00,-4.43336395097826497e+00,0.00000000000000000e+00,2.44333639509782650e+01,5054
5055,4.46608079999958049e+05,4.21342098947835056e-08,1.16415321826934814e-10,1.09061720386523797e+05,1,1,0,-4.96965141967578017e+00,-4.43231658511850402e+00,0.00000000000000000e+00,2.44323165851185031e+01,5055
5056,4.46608079999958049e+05,4.44871215748127331e-08,0.00000000000000000e+00,1.09059899791417047e+05,1,1,0,-4.96966957501554418e+00,-4.43126367183163961e+00,0.00000000000000000e+00,2.44312636718316405e+01,5056
5057,4.46608079999958049e+05,4.68701135219211038e-08,5.82076609134674072e-11,1.09058085055201096e+05,1,1,0,-4.96968798093616559e+00,-4.43020515172481488e+00,0.00000000000000000e+00,2.44302051517248131e+01,5057
5058,4.46608079999958049e+05,4.96202246693860992e-08,1.16415321826934814e-10,1.09056276482453613e+05,1,1,0,-4.96970663129431234e+00,-4.42914096346772101e+00,0.00000000000000000e+00,2.44291409634677201e+01,5058
5059,4.46608079999958049e+05,5.26263857115121536e-08,1.16415321826934814e-10,1.09054474405919187e+05,1,1,0,-4.96972551898259685e+00,-4.42807104364890058e+00,0.00000000000000000e+00,2.44280710436488988e+01,5059
5060,4.46608079999958049e+05,5.53058235764217815e-08,2.32830643653869629e-10,1.09052679123053720e+05,1,1,0,-4.96974463688919865e+00,-4.42699532781443139e+00,0.00000000000000000e+00,2.44269953278144314e+01,5060
5061,4.46608079999958049e+05,5.83512809708975670e-08,2.32830643653869629e-10,1.09050890971448272e+05,1,1,0,-4.96976397871708553e+00,-4.42591375235177509e+00,0.00000000000000000e+00,2.44259137523517751e+01,5061
5062,4.46608079999958049e+05,6.14778909575652157e-08,2.32830643653869629e-10,1.09049110297762876e+05,1,1,0,-4.96978353627647085e+00,-4.42482625082559533e+00,0.00000000000000000e+00,2.44248262508255962e+01,5062
5063,4.46608079999958049e+05,6.40930625442291276e-08,2.32830643653869629e-10,1.09047337393202644e+05,1,1,0,-4.96980330199855924e+00,-4.42373275716236414e+00,0.00000000000000000e+00,2.44237327571623624e+01,5063
5064,4.46608079999958049e+05,6.76341520856489450e-08,2.32830643653869629e-10,1.09045572649932059e+05,1,1,0,-4.96982327005059776e+00,-4.42263320571636598e+00,0.00000000000000000e+00,2.44226332057163660e+01,5064
5065,4.46608079999958049e+05,7.03488441167639617e-08,2.91038304567337036e-10,1.09043816370277433e+05,1,1,0,-4.96984343129840145e+00,-4.42152752780976765e+00,0.00000000000000000e+00,2.44215275278097685e+01,5065
5066,4.46608079999958049e+05,7.36894236734707263e-08,2.91038304567337036e-10,1.09042068924759849e+05,1,1,0,-4.96986377945367064e+00,-4.42041565702025618e+00,0.00000000000000000e+00,2.44204156570202571e+01,5066
5067,4.46608079999958049e+05,7.63629704101348525e-08,2.32830643653869629e-10,1.09040330611329176e+05,1,1,0,-4.96988430597629627e+00,-4.41929752527814390e+00,0.00000000000000000e+00,2.44192975252781430e+01,5067
5068,4.46608079999958049e+05,7.92222800832240075e-08,3.49245965480804443e-10,1.09038601748216563e+05,1,1,0,-4.96990500515444200e+00,-4.41817306629659168e+00,0.00000000000000000e+00,2.44181730662965926e+01,5068
5069,4.46608079999958049e+05,8.23044956727630546e-08,3.49245965480804443e-10,1.09036882677856935e+05,1,1,0,-4.96992586907130729e+00,-4.41704221170901956e+00,0.00000000000000000e+00,2.44170422117090204e+01,5069
5070,4.46608079999958049e+05,8.49976732858220528e-08,3.49245965480804443e-10,1.09035173700201529e+05,1,1,0,-4.96994689054257588e+00,-4.41590489303745404e+00,0.00000000000000000e+00,2.44159048930374531e+01,5070
5071,4.46608079999958049e+05,8.70806003774517007e-08,4.07453626394271851e-10,1.09033475048720138e+05,1,1,0,-4.96996806321648421e+00,-4.41476104380902612e+00,0.00000000000000000e+00,2.44147610438090261e+01,5071
5072,4.46608079999958049e+05,8.99126400104174699e-08,4.65661287307739258e-10,1.09031787038281385e+05,1,1,0,-4.96998938150295633e+00,-4.41361059690264224e+00,0.00000000000000000e+00,2.44136105969026431e+01,5072
5073,4.46608079999958049e+05,9.24285032821195800e-08,4.65661287307739258e-10,1.09030109949096819e+05,1,1,0,-4.97001083807270305e+00,-4.41245348357712341e+00,0.00000000000000000e+00,2.44124534835771243e+01,5073
5074,4.46608079999958049e+05,9.41332299622015919e-08,5.82076609134674072e-10,1.09028443972843001e+05,1,1,0,-4.97003242652123145e+00,-4.41128963584241784e+00,0.00000000000000000e+00,2.44112896358424187e+01,5074
5075,4.46608079999958049e+05,9.64128937208903656e-08,4.65661287307739258e-10,1.09026789363568387e+05,1,1,0,-4.97005414217529573e+00,-4.41011898535767966e+00,0.00000000000000000e+00,2.44101189853576805e+01,5075
5076,4.46608079999958049e+05,9.78735722638178903e-08,4.65661287307739258e-10,1.09025146285873750e+05,1,1,0,-4.97007597832668857e+00,-4.40894146166976597e+00,0.00000000000000000e+00,2.44089414616697660e+01,5076
5077,4.46608079999958049e+05,9.97105059702266794e-08,5.23868948221206665e-10,1.09023514945013361e+05,1,1,0,-4.97009793052186755e+00,-4.40775699739097337e+00,0.00000000000000000e+00,2.44077569973909725e+01,5077
5078,4.46608079999958049e+05,1.00876908916230531e-07,5.23868948221206665e-10,1.09021895472926437e+05,1,1,0,-4.97011999367588864e+00,-4.40656552246552202e+00,0.00000000000000000e+00,2.44065655224655202e+01,5078
5079,4.46608079999958049e+05,1.01993596213217102e-07,5.23868948221206665e-10,1.09020287995815946e+05,1,1,0,-4.97014216386817598e+00,-4.40536697007668376e+00,0.00000000000000000e+00,2.44053669700766847e+01,5079
5080,4.46608079999958049e+05,1.02629689264991528e-07,5.82076609134674072e-10,1.09018692587283949e+05,1,1,0,-4.97016443684743958e+00,-4.40416127252427358e+00,0.00000000000000000e+00,2.44041612725242736e+01,5080
5081,4.46608079999958049e+05,1.03782726944983529e-07,6.98491930961608887e-10,1.09017109376800843e+05,1,1,0,-4.97018680894091869e+00,-4.40294836375469867e+00,0.00000000000000000e+00,2.44029483637546996e+01,5081
5082,4.46608079999958049e+05,1.04055121925078685e-07,5.82076609134674072e-10,1.09015538397569093e+05,1,1,0,-4.97020927622415432e+00,-4.40172817417833606e+00,0.00000000000000000e+00,2.44017281741783378e+01,5082
5083,4.46608079999958049e+05,1.04512950611005623e-07,5.82076609134674072e-10,1.09013979702617013e+05,1,1,0,-4.97023183624764098e+00,-4.40050063600448471e+00,0.00000000000000000e+00,2.44005006360044838e+01,5083
5084,4.46608079999958049e+05,1.03902343124456801e-07,5.82076609134674072e-10,1.09012433228345151e+05,1,1,0,-4.97025448549110749e+00,-4.39926568020099751e+00,0.00000000000000000e+00,2.43992656802009975e+01,5084
5085,4.46608079999958049e+05,1.04341917477812211e-07,5.82076609134674072e-10,1.09010899025120831e+05,1,1,0,-4.97027722335309452e+00,-4.39802323896034508e+00,0.00000000000000000e+00,2.43980232389603451e+01,5085
5086,4.46608079999958049e+05,1.03995227825633390e-07,5.82076609134674072e-10,1.09009377057239268e+05,1,1,0,-4.97030004631831623e+00,-4.39677324121195223e+00,0.00000000000000000e+00,2.43967732412119531e+01,5086
5087,4.46608079999958049e+05,1.02825096976764394e-07,5.82076609134674072e-10,1.09007867199126282e+05,1,1,0,-4.97032295314153139e+00,-4.39551561850016270e+00,0.00000000000000000e+00,2.43955156185001627e+01,5087
5088,4.46608079999958049e+05,1.02562726993660533e-07,5.82076609134674072e-10,1.09006369423622033e+05,1,1,0,-4.97034594365670124e+00,-4.39425030094456393e+00,0.00000000000000000e+00,2.43942503009445630e+01,5088
5089,4.46608079999958049e+05,1.01424648716557187e-07,6.98491930961608887e-10,1.09004883607874741e+05,1,1,0,-4.97036901530556907e+00,-4.39297721558775578e+00,0.00000000000000000e+00,2.43929772155877558e+01,5089
5090,4.46608079999958049e+05,1.00260846931904852e-07,5.23868948221206665e-10,1.09003409625913977e+05,1,1,0,-4.97039216844965015e+00,-4.39169629066720013e+00,0.00000000000000000e+00,2.43916962906671984e+01,5090
5091,4.46608079999958049e+05,9.88826317633706139e-08,5.82076609134674072e-10,1.09001947328135837e+05,1,1,0,-4.97041540236714585e+00,-4.39040745250336162e+00,0.00000000000000000e+00,2.43904074525033607e+01,5091
5092,4.46608079999958049e+05,9.76532462119216348e-08,5.82076609134674072e-10,1.09000496580758394e+05,1,1,0,-4.97043871735815301e+00,-4.38911062604048841e+00,0.00000000000000000e+00,2.43891106260404875e+01,5092
5093,4.46608079999958049e+05,9.58589908577242253e-08,5.23868948221206665e-10,1.08999057188238745e+05,1,1,0,-4.97046211291411222e+00,-4.38780573473747371e+00,0.00000000000000000e+00,2.43878057347374728e+01,5093
5094,4.46608079999958049e+05,9.42921221508841104e-08,5.82076609134674072e-10,1.08997628979476067e+05,1,1,0,-4.97048801303585641e+00,-4.38649270180795359e+00,0.00000000000000000e+00,2.43864927018079527e+01,5094
5095,4.46608079999958049e+05,9.20123174991334627e-08,5.23868948221206665e-10,1.08996211705545458e+05,1,1,0,-4.97051398930794086e+00,-4.38517144832409134e+00,0.00000000000000000e+00,2.43851714483240904e+01,5095
5096,4.46608079999958049e+05,9.03430786980748801e-08,4.07453626394271851e-10,1.08994805183720993e+05,1,1,0,-4.97054001248501631e+00,-4.38384189439941707e+00,0.00000000000000000e+00,2.43838418943994171e+01,5096
5097,4.46608079999958049e+05,8.81789578962342601e-08,3.49245965480804443e-10,1.08993409177128837e+05,1,1,0,-4.97056608348321305e+00,-4.38250395772012968e+00,0.00000000000000000e+00,2.43825039577201288e+01,5097
5098,4.46608079999958049e+05,8.61334009144227723e-08,3.49245965480804443e-10,1.08992023461523582e+05,1,1,0,-4.97059220525369927e+00,-4.38115755495697545e+00,0.00000000000000000e+00,2.43811575549569746e+01,5098
5099,4.46608079999958049e+05,8.32505771558742551e-08,4.07453626394271851e-10,1.08990647721433255e+05,1,1,0,-4.97061838061351136e+00,-4.37980260071217842e+00,0.00000000000000000e+00,2.43798026007121784e+01,5099
5100,4.46608079999958049e+05,8.16931683649475761e-08,3.49245965480804443e-10,1.08989281785372121e+05,1,1,0,-4.97064461417633741e+00,-4.37843900889384763e+00,0.00000000000000000e+00,2.43784390088938494e+01,5100
5101,4.46608079999958049e+05,7.88082094814204438e-08,2.91038304567337036e-10,1.08987925337141831e+05,1,1,0,-4.97067090678513157e+00,-4.37706668941991062e+00,0.00000000000000000e+00,2.43770666894199124e+01,5101
5102,4.46608079999958049e+05,7.64934764334982556e-08,3.49245965480804443e-10,1.08986578122479594e+05,1,1,0,-4.97069726383314503e+00,-4.37568555305510642e+00,0.00000000000000000e+00,2.43756855530551064e+01,5102
5103,4.46608079999958049e+05,7.38177965329862515e-08,2.91038304567337036e-10,1.08985239847676945e+05,1,1,0,-4.97072368845761847e+00,-4.37429550568630621e+00,0.00000000000000000e+00,2.43742955056863053e+01,5103
5104,4.46608079999958049e+05,7.16771157280792210e-08,2.91038304567337036e-10,1.08983910277049508e+05,1,1,0,-4.97075018543236880e+00,-4.37289645276849992e+00,0.00000000000000000e+00,2.43728964527685008e+01,5104
5105,4.46608079999958049e+05,6.89130803097563775e-08,2.91038304567337036e-10,1.08982589106928033e+05,1,1,0,-4.97077675717941947e+00,-4.37148829693334839e+00,0.00000000000000000e+00,2.43714882969333502e+01,5105
5106,4.46608079999958049e+05,6.61349825763425558e-08,2.32830643653869629e-10,1.08981276032040943e+05,1,1,0,-4.97080340918480523e+00,-4.37007094046649769e+00,0.00000000000000000e+00,2.43700709404664977e+01,5106
5107,4.46608079999958049e+05,6.38084009364998691e-08,2.32830643653869629e-10,1.08979970796147449e+05,1,1,0,-4.97083014594609285e+00,-4.36864428299904439e+00,0.00000000000000000e+00,2.43686442829990426e+01,5107
5108,4.46608079999958049e+05,6.11746521785574025e-08,2.32830643653869629e-10,1.08978673109474737e+05,1,1,0,-4.97085697108401625e+00,-4.36720821952555305e+00,0.00000000000000000e+00,2.43672082195255513e+01,5108
5109,4.46608079999958049e+05,5.88083661513849614e-08,1.16415321826934814e-10,1.08977382711209444e+05,1,1,0,-4.97088388995069064e+00,-4.36576264443722639e+00,0.00000000000000000e+00,2.43657626444372255e+01,5109
5110,4.46608079999958049e+05,5.63171168025605655e-08,2.32830643653869629e-10,1.08976099326885829e+05,1,1,0,-4.97091090735012919e+00,-4.36430744940900439e+00,0.00000000000000000e+00,2.43643074494090044e+01,5110
5111,4.46608079999958049e+05,5.39571100908788134e-08,1.16415321826934814e-10,1.08974822696224845e+05,1,1,0,-4.97093802801858686e+00,-4.36284252368797798e+00,0.00000000000000000e+00,2.43628425236879771e+01,5111
5112,4.46608079999958049e+05,5.13460551543913386e-08,1.74622982740402222e-10,1.08973552531588648e+05,1,1,0,-4.97096525688827651e+00,-4.36136775415723221e+00,0.00000000000000000e+00,2.43613677541572322e+01,5112
5113,4.46608079999958049e+05,4.86745305247513168e-08,5.82076609134674072e-11,1.08972288538806781e+05,1,1,0,-4.97099259933404358e+00,-4.35988302599613231e+00,0.00000000000000000e+00,2.43598830259961332e+01,5113
5114,4.46608079999958049e+05,4.67678471239003265e-08,1.74622982740402222e-10,1.08971030506891460e+05,1,1,0,-4.97102006083797043e+00,-4.35838822206620158e+00,0.00000000000000000e+00,2.43583882220662034e+01,5114
5115,4.46608079999958049e+05,4.44533028391263295e-08,1.16415321826934814e-10,1.08969778180400259e+05,1,1,0,-4.97104764545060096e+00,-4.35688322190065236e+00,0.00000000000000000e+00,2.43568832219006524e+01,5115
5116,4.46608079999958049e+05,4.26528493907809329e-08,5.82076609134674072e-11,1.08968531359800108e+05,1,1,0,-4.97107535866631167e+00,-4.35536790352905001e+00,0.00000000000000000e+00,2.43553679035290500e+01,5116
5117,4.46608079999958049e+05,4.03179955762467504e-08,0.00000000000000000e+00,1.08967289787429472e+05,1,1,0,-4.97110320487561452e+00,-4.35384214158532146e+00,0.00000000000000000e+00,2.43538421415853215e+01,5117
5118,4.46608079999958049e+05,3.82586390735889381e-08,1.16415321826934814e-10,1.08966053235661064e+05,1,1,0,-4.97113118971167989e+00,-4.35230580853436066e+00,0.00000000000000000e+00,2.43523058085343607e+01,5118
5119,4.46608079999958049e+05,3.66174754068117386e-08,1.16415321826934814e-10,1.08964821522387996e+05,1,1,0,-4.97115931804802536e+00,-4.35075877397065458e+00,0.00000000000000000e+00,2.43507587739706537e+01,5119
