contract_hash,temperature_K,xB,radius_m,G_alpha_J_mol,mu_A_J_mol,mu_B_J_mol,dGdx_J_mol,d2Gdx2_J_mol,driving_force_beta_J_mol,D_alpha_m2_s,planar_solvus_xB,curvature_equilibrium_xB,Vm_alpha_m3_mol,Vm_beta_m3_mol,convex_extrapolation_enabled,python_G_alpha_J_mol,relative_error_G_alpha_J_mol,python_mu_A_J_mol,relative_error_mu_A_J_mol,python_mu_B_J_mol,relative_error_mu_B_J_mol,python_dGdx_J_mol,relative_error_dGdx_J_mol,python_d2Gdx2_J_mol,relative_error_d2Gdx2_J_mol,python_driving_force_beta_J_mol,relative_error_driving_force_beta_J_mol,python_D_alpha_m2_s,relative_error_D_alpha_m2_s,python_planar_solvus_xB,absolute_error_planar_solvus_xB,python_curvature_equilibrium_xB,relative_error_curvature_equilibrium_xB,relative_error_Vm_alpha_m3_mol,relative_error_Vm_beta_m3_mol,maximum_relative_error,row_status
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.080000000000000002,2.0000000000000001e-09,-152214.16277874867,-152935.3580026782,-143920.41770355889,9014.9402991193056,14903.041249664453,11202.732784156524,8.0732559548039631e-18,0.004649261005504824,0.016532975204293306,4.1009e-05,4.1009e-05,0,-152214.16277874867,0.0,-152935.3580026782,0.0,-143920.41770355887,2.022216925237149e-16,9014.940299119335,3.2283996888561582e-15,14903.041249664444,6.102745651283799e-16,11202.732784156527,3.2474030017360824e-16,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.016532975204293306,0.0,0.0,0.0,3.2283996888561582e-15,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.080000000000000002,5.0000000000000001e-09,-152214.16277874867,-152935.3580026782,-143920.41770355889,9014.9402991193056,14903.041249664453,11202.732784156524,8.0732559548039631e-18,0.004649261005504824,0.0077227284176431162,4.1009e-05,4.1009e-05,0,-152214.16277874867,0.0,-152935.3580026782,0.0,-143920.41770355887,2.022216925237149e-16,9014.940299119335,3.2283996888561582e-15,14903.041249664444,6.102745651283799e-16,11202.732784156527,3.2474030017360824e-16,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.007722728417643116,0.0,0.0,0.0,3.2283996888561582e-15,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.080000000000000002,1e-08,-152214.16277874867,-152935.3580026782,-143920.41770355889,9014.9402991193056,14903.041249664453,11202.732784156524,8.0732559548039631e-18,0.004649261005504824,0.0059920764421235572,4.1009e-05,4.1009e-05,0,-152214.16277874867,0.0,-152935.3580026782,0.0,-143920.41770355887,2.022216925237149e-16,9014.940299119335,3.2283996888561582e-15,14903.041249664444,6.102745651283799e-16,11202.732784156527,3.2474030017360824e-16,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.005992076442123557,0.0,0.0,0.0,3.2283996888561582e-15,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.080000000000000002,2e-08,-152214.16277874867,-152935.3580026782,-143920.41770355889,9014.9402991193056,14903.041249664453,11202.732784156524,8.0732559548039631e-18,0.004649261005504824,0.005278136730359412,4.1009e-05,4.1009e-05,0,-152214.16277874867,0.0,-152935.3580026782,0.0,-143920.41770355887,2.022216925237149e-16,9014.940299119335,3.2283996888561582e-15,14903.041249664444,6.102745651283799e-16,11202.732784156527,3.2474030017360824e-16,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.005278136730359412,0.0,0.0,0.0,3.2283996888561582e-15,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.080000000000000002,5.0000000000000004e-08,-152214.16277874867,-152935.3580026782,-143920.41770355889,9014.9402991193056,14903.041249664453,11202.732784156524,8.0732559548039631e-18,0.004649261005504824,0.0048912809758695618,4.1009e-05,4.1009e-05,0,-152214.16277874867,0.0,-152935.3580026782,0.0,-143920.41770355887,2.022216925237149e-16,9014.940299119335,3.2283996888561582e-15,14903.041249664444,6.102745651283799e-16,11202.732784156527,3.2474030017360824e-16,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.004891280975869562,0.0,0.0,0.0,3.2283996888561582e-15,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.089999999999999997,2.0000000000000001e-09,-152123.40034347068,-152944.65947641662,-143819.55799923954,9125.1014771770861,7425.4195062060544,11303.592488475857,8.0732559548039631e-18,0.004649261005504824,0.016532975204293306,4.1009e-05,4.1009e-05,0,-152123.40034347068,0.0,-152944.65947641662,0.0,-143819.55799923954,0.0,9125.101477177086,0.0,7425.419506206046,1.1023555381773482e-15,11303.59248847586,3.2184270715709836e-16,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.016532975204293306,0.0,0.0,0.0,1.1023555381773482e-15,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.089999999999999997,5.0000000000000001e-09,-152123.40034347068,-152944.65947641662,-143819.55799923954,9125.1014771770861,7425.4195062060544,11303.592488475857,8.0732559548039631e-18,0.004649261005504824,0.0077227284176431162,4.1009e-05,4.1009e-05,0,-152123.40034347068,0.0,-152944.65947641662,0.0,-143819.55799923954,0.0,9125.101477177086,0.0,7425.419506206046,1.1023555381773482e-15,11303.59248847586,3.2184270715709836e-16,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.007722728417643116,0.0,0.0,0.0,1.1023555381773482e-15,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.089999999999999997,1e-08,-152123.40034347068,-152944.65947641662,-143819.55799923954,9125.1014771770861,7425.4195062060544,11303.592488475857,8.0732559548039631e-18,0.004649261005504824,0.0059920764421235572,4.1009e-05,4.1009e-05,0,-152123.40034347068,0.0,-152944.65947641662,0.0,-143819.55799923954,0.0,9125.101477177086,0.0,7425.419506206046,1.1023555381773482e-15,11303.59248847586,3.2184270715709836e-16,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.005992076442123557,0.0,0.0,0.0,1.1023555381773482e-15,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.089999999999999997,2e-08,-152123.40034347068,-152944.65947641662,-143819.55799923954,9125.1014771770861,7425.4195062060544,11303.592488475857,8.0732559548039631e-18,0.004649261005504824,0.005278136730359412,4.1009e-05,4.1009e-05,0,-152123.40034347068,0.0,-152944.65947641662,0.0,-143819.55799923954,0.0,9125.101477177086,0.0,7425.419506206046,1.1023555381773482e-15,11303.59248847586,3.2184270715709836e-16,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.005278136730359412,0.0,0.0,0.0,1.1023555381773482e-15,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.089999999999999997,5.0000000000000004e-08,-152123.40034347068,-152944.65947641662,-143819.55799923954,9125.1014771770861,7425.4195062060544,11303.592488475857,8.0732559548039631e-18,0.004649261005504824,0.0048912809758695618,4.1009e-05,4.1009e-05,0,-152123.40034347068,0.0,-152944.65947641662,0.0,-143819.55799923954,0.0,9125.101477177086,0.0,7425.419506206046,1.1023555381773482e-15,11303.59248847586,3.2184270715709836e-16,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.004891280975869562,0.0,0.0,0.0,1.1023555381773482e-15,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.10000000000000001,2.0000000000000001e-09,-152031.88287689257,-152948.72856245481,-143780.27170683228,9168.4568556225277,1457.7368039568294,11342.878780883131,8.0732559548039631e-18,0.004649261005504824,0.016532975204293306,4.1009e-05,4.1009e-05,0,-152031.88287689255,1.9143241474092942e-16,-152948.7285624548,0.0,-143780.27170683228,0.0,9168.456855622528,0.0,1457.73680395682,6.39506436818247e-15,11342.878780883135,3.207279983651969e-16,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.016532975204293306,0.0,0.0,0.0,6.39506436818247e-15,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.10000000000000001,5.0000000000000001e-09,-152031.88287689257,-152948.72856245481,-143780.27170683228,9168.4568556225277,1457.7368039568294,11342.878780883131,8.0732559548039631e-18,0.004649261005504824,0.0077227284176431162,4.1009e-05,4.1009e-05,0,-152031.88287689255,1.9143241474092942e-16,-152948.7285624548,0.0,-143780.27170683228,0.0,9168.456855622528,0.0,1457.73680395682,6.39506436818247e-15,11342.878780883135,3.207279983651969e-16,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.007722728417643116,0.0,0.0,0.0,6.39506436818247e-15,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.10000000000000001,1e-08,-152031.88287689257,-152948.72856245481,-143780.27170683228,9168.4568556225277,1457.7368039568294,11342.878780883131,8.0732559548039631e-18,0.004649261005504824,0.0059920764421235572,4.1009e-05,4.1009e-05,0,-152031.88287689255,1.9143241474092942e-16,-152948.7285624548,0.0,-143780.27170683228,0.0,9168.456855622528,0.0,1457.73680395682,6.39506436818247e-15,11342.878780883135,3.207279983651969e-16,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.005992076442123557,0.0,0.0,0.0,6.39506436818247e-15,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.10000000000000001,2e-08,-152031.88287689257,-152948.72856245481,-143780.27170683228,9168.4568556225277,1457.7368039568294,11342.878780883131,8.0732559548039631e-18,0.004649261005504824,0.005278136730359412,4.1009e-05,4.1009e-05,0,-152031.88287689255,1.9143241474092942e-16,-152948.7285624548,0.0,-143780.27170683228,0.0,9168.456855622528,0.0,1457.73680395682,6.39506436818247e-15,11342.878780883135,3.207279983651969e-16,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.005278136730359412,0.0,0.0,0.0,6.39506436818247e-15,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.10000000000000001,5.0000000000000004e-08,-152031.88287689257,-152948.72856245481,-143780.27170683228,9168.4568556225277,1457.7368039568294,11342.878780883131,8.0732559548039631e-18,0.004649261005504824,0.0048912809758695618,4.1009e-05,4.1009e-05,0,-152031.88287689255,1.9143241474092942e-16,-152948.7285624548,0.0,-143780.27170683228,0.0,9168.456855622528,0.0,1457.73680395682,6.39506436818247e-15,11342.878780883135,3.207279983651969e-16,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.004891280975869562,0.0,0.0,0.0,6.39506436818247e-15,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.20000000000000001,2.0000000000000001e-09,-151168.31343682529,-152705.1275952392,-145021.05680316949,7684.0707920697168,-24940.97070529839,10102.093684545927,8.0732559548039631e-18,0.004649261005504824,0.016532975204293306,4.1009e-05,4.1009e-05,0,-151168.3134368253,0.0,-152705.1275952392,0.0,-145021.0568031695,0.0,7684.070792069717,0.0,-24940.9707052984,4.375906836279074e-16,10102.093684545927,0.0,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.016532975204293306,0.0,0.0,0.0,4.375906836279074e-16,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.20000000000000001,5.0000000000000001e-09,-151168.31343682529,-152705.1275952392,-145021.05680316949,7684.0707920697168,-24940.97070529839,10102.093684545927,8.0732559548039631e-18,0.004649261005504824,0.0077227284176431162,4.1009e-05,4.1009e-05,0,-151168.3134368253,0.0,-152705.1275952392,0.0,-145021.0568031695,0.0,7684.070792069717,0.0,-24940.9707052984,4.375906836279074e-16,10102.093684545927,0.0,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.007722728417643116,0.0,0.0,0.0,4.375906836279074e-16,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.20000000000000001,1e-08,-151168.31343682529,-152705.1275952392,-145021.05680316949,7684.0707920697168,-24940.97070529839,10102.093684545927,8.0732559548039631e-18,0.004649261005504824,0.0059920764421235572,4.1009e-05,4.1009e-05,0,-151168.3134368253,0.0,-152705.1275952392,0.0,-145021.0568031695,0.0,7684.070792069717,0.0,-24940.9707052984,4.375906836279074e-16,10102.093684545927,0.0,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.005992076442123557,0.0,0.0,0.0,4.375906836279074e-16,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.20000000000000001,2e-08,-151168.31343682529,-152705.1275952392,-145021.05680316949,7684.0707920697168,-24940.97070529839,10102.093684545927,8.0732559548039631e-18,0.004649261005504824,0.005278136730359412,4.1009e-05,4.1009e-05,0,-151168.3134368253,0.0,-152705.1275952392,0.0,-145021.0568031695,0.0,7684.070792069717,0.0,-24940.9707052984,4.375906836279074e-16,10102.093684545927,0.0,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.005278136730359412,0.0,0.0,0.0,4.375906836279074e-16,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.20000000000000001,5.0000000000000004e-08,-151168.31343682529,-152705.1275952392,-145021.05680316949,7684.0707920697168,-24940.97070529839,10102.093684545927,8.0732559548039631e-18,0.004649261005504824,0.0048912809758695618,4.1009e-05,4.1009e-05,0,-151168.3134368253,0.0,-152705.1275952392,0.0,-145021.0568031695,0.0,7684.070792069717,0.0,-24940.9707052984,4.375906836279074e-16,10102.093684545927,0.0,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.004891280975869562,0.0,0.0,0.0,4.375906836279074e-16,PASS
